Gender,Age,Academic_degree,Years_Experience,Years_experience_lastorganization,Sector,Department,JobTitle,MonthlySalary,Allowances,MedicalInsurance,Bonus,OverTime,Payment_Overtime,Rewards&Wages_Satisfaction,Get_ Deserved_Promotion,Training_programs_ During_last_three_years,Useful_Training_Programs,Business_Travel,Job_Support,Recognition,Emotional_Commitment,Job_Engagement,Distance_to_work,Work_Live_Balance,Physical_Stress,Psychological_Exhaustion,Job_Stability,Health_Issues,Environment_Satisfaction,Job_Satisfaction,Job_Opportunities,Maritalstatus_married,Maritalstatus_single,Burnout_Score,Stagnation_Score,Disengagement_Score,Compensation_Gap,Cluster
0,3,2,2,2,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,1,2,2,0,1,1,1,1,1,0,7,4,8,2,2
1,2,2,2,2,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,0,1,1,0,1,1,1,3,1,1,2,0,2,2,2,2,0,1,1,0,2,2,0,1,0,3,2,5,0,0
0,2,3,2,2,0.3553719008441233,0.3924051042901554,0.3464152991515907,3,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,2,0,1,1,0,2,2,1,0,1,2,2,4,1,1
1,2,3,3,3,0.4663865546218487,0.3924051042901554,0.3464152991515907,2,4,1,1,1,3,1,1,2,1,1,3,1,1,3,1,3,0,0,0,0,2,2,0,1,0,0,3,5,1,1
0,3,3,1,1,0.5041293001243747,0.6028848047056141,0.4911856615764921,2,0,0,0,1,2,0,0,0,0,1,1,0,3,1,2,1,2,2,0,0,1,1,1,1,0,7,3,6,3,2
1,2,2,3,3,0.2568807343877629,0.2312931317475115,0.1818216133781392,3,0,0,0,0,1,1,1,2,1,1,1,0,2,1,1,2,2,2,0,0,2,2,0,1,0,6,3,4,1,0
0,2,2,3,3,0.2568807343877629,0.2312931317475115,0.1818216133781392,3,1,0,0,1,3,1,1,3,1,1,3,1,3,3,1,3,1,0,1,0,3,2,0,1,0,1,3,2,2,0
0,2,2,4,4,0.2813321005719086,0.4690232345327208,0.6251162574106005,2,3,1,1,1,3,1,1,1,1,1,3,1,3,2,2,2,0,1,1,1,2,2,0,1,0,2,4,4,1,1
1,1,2,1,1,0.5055446394403083,0.5277634595901657,0.5195136717366,1,2,1,0,1,3,0,0,1,0,2,1,0,1,2,2,1,1,1,0,0,2,1,1,0,1,5,3,7,3,2
1,1,2,2,1,0.5055446394403083,0.5277634595901657,0.5195136717366,1,2,0,0,1,2,0,0,1,1,2,2,1,2,2,3,2,2,2,0,0,2,1,1,0,1,5,2,7,3,2
0,1,2,1,1,0.5569570005567268,0.5280567983484041,0.5062032724614461,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,0,2,2,1,0,1,6,1,5,1,1
1,2,2,1,1,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1,2,1,0,1,0,2,2,0,1,0,2,2,5,2,0
0,2,3,1,1,0.2813321005719086,0.431284270194226,0.4913865546218487,2,4,1,1,1,3,1,1,3,1,3,3,1,3,2,2,2,0,0,1,0,2,2,1,1,0,1,1,4,1,1
1,2,3,2,2,0.5041293001243747,0.4019442411205329,0.4019442411205329,3,2,1,0,0,1,1,1,2,1,1,2,1,3,3,2,2,1,1,1,0,3,2,0,1,0,3,2,3,1,1
1,1,2,2,2,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,0,0,0,0,1,1,1,3,1,1,3,1,3,3,1,3,0,0,1,0,3,3,1,1,0,0,2,1,1,0
1,3,2,5,5,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,0,0,0,0,1,1,0,3,1,1,2,1,3,3,2,2,2,2,1,0,3,3,0,1,0,5,6,2,1,0
1,4,1,7,7,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,1,0,0,0,1,0,0,1,1,1,1,1,2,3,2,3,1,1,1,1,3,2,1,1,0,2,8,4,2,0
1,2,2,2,2,0.3553719008441233,0.4690232345327208,0.2652017323423765,2,1,0,0,0,1,0,0,3,0,1,1,0,1,2,3,2,1,2,0,0,2,1,1,1,0,5,4,8,2,2
1,1,2,1,1,0.6004666455841483,0.6028848047056141,0.6045206383292184,2,2,1,0,0,1,0,1,0,0,1,1,0,3,1,2,1,1,2,1,0,2,1,0,0,1,6,2,5,2,2
0,2,2,3,3,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,1,0,0,0,1,0,0,1,1,1,1,0,2,2,2,2,2,1,0,0,2,2,0,1,0,5,4,5,2,0
1,1,1,1,1,0.3553719008441233,0.4690232345327208,0.2652017323423765,1,1,1,0,1,3,1,1,0,1,1,2,1,3,2,2,3,1,0,1,0,3,3,0,0,1,1,1,2,2,1
1,1,2,1,1,0.2568807343877629,0.4460716713574062,0.5178983703117349,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,3,2,2,0,0,1,1,1,0,1,5,3,7,2,2
0,1,2,2,1,0.5041293001243747,0.3924051042901554,0.5178983703117349,1,0,0,1,0,2,1,1,0,0,2,3,1,3,3,2,3,1,0,0,0,3,3,1,0,1,1,2,2,0,1
1,3,2,2,2,0.5041293001243747,0.6028848047056141,0.4012782538087797,4,2,1,1,0,1,0,0,0,1,1,2,1,3,2,2,3,0,1,1,0,2,2,1,1,0,1,3,4,1,1
1,2,2,1,1,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,0,1,0,0,1,0,0,0,0,1,1,0,1,2,2,2,2,2,0,0,2,1,0,1,0,6,3,7,2,2
0,3,2,4,1,0.7254294964422535,0.431284270194226,0.4174131178978558,7,3,1,1,0,1,0,0,2,1,1,2,0,3,2,2,2,0,2,0,0,2,2,1,1,0,4,2,4,1,1
0,1,2,1,1,0.4979663383385758,0.58079526080885,0.4413865546218487,1,2,1,0,0,2,0,0,0,0,2,2,1,2,2,1,2,2,1,0,0,2,2,1,0,1,4,3,4,2,2
0,1,1,2,1,0.7342055546273047,0.5727612338639113,0.5569570005567268,1,2,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,0,1,1,0,0,1,7,3,7,2,2
1,1,1,1,1,0.2568807343877629,0.3924051042901554,0.3485496690247472,1,0,1,0,0,1,0,0,2,1,1,2,1,2,2,2,2,2,2,0,0,1,2,0,0,1,5,2,6,2,2
0,2,3,4,1,0.5055446394403083,0.3924051042901554,0.3485496690247472,1,0,0,0,0,1,1,0,1,1,1,1,0,2,1,1,2,0,0,0,0,2,1,0,1,0,2,2,5,1,0
1,1,3,1,1,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,3,1,0,1,2,0,1,2,1,1,1,0,2,2,2,1,2,2,0,0,2,2,1,0,1,7,1,5,3,2
0,2,2,2,2,0.5055446394403083,0.3924051042901554,0.4498825798447005,3,2,1,1,0,1,1,1,1,1,2,3,1,2,2,2,2,0,0,1,0,3,3,0,1,0,1,2,3,0,1
1,1,2,1,1,0.5041293001243747,0.5277634595901657,0.433182665870381,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,2,1,2,0,0,1,1,1,0,1,5,3,7,2,2
1,1,2,1,1,0.3553719008441233,0.2560048675697335,0.4174131178978558,2,2,1,0,1,2,0,0,0,0,1,2,0,3,2,2,2,2,2,1,0,1,1,0,0,1,6,3,6,3,2
0,2,3,2,2,0.6004666455841483,0.3924051042901554,0.3464152991515907,3,2,1,1,1,3,1,1,1,1,3,3,1,2,2,2,2,0,1,1,1,2,2,1,1,0,2,2,5,1,1
1,2,4,2,2,0.3553719008441233,0.2560048675697335,0.2774942828349492,7,4,1,1,1,3,1,1,2,1,1,3,1,2,2,2,1,1,1,1,0,2,2,0,1,0,4,2,5,1,1
1,2,3,1,1,0.3553719008441233,0.4690232345327208,0.2652017323423765,2,0,1,0,0,1,0,0,0,0,1,1,0,1,1,2,1,1,2,0,0,1,1,0,1,0,6,3,8,2,2
0,1,2,2,1,0.3553719008441233,0.4690232345327208,0.6251162574106005,2,0,1,0,0,1,0,0,2,1,1,2,1,2,1,2,2,0,0,0,0,2,2,1,0,1,1,2,5,2,2
0,2,2,1,1,0.3553719008441233,0.2560048675697335,0.2068230990908619,1,3,1,1,1,3,1,1,2,1,2,3,1,3,2,2,2,0,0,1,0,2,2,0,0,0,1,1,4,1,1
1,1,2,1,1,0.2813321005719086,0.58079526080885,0.4413865546218487,2,2,1,1,0,1,1,1,1,1,1,2,1,2,2,2,1,1,2,0,0,2,2,1,0,1,5,1,5,0,1
0,1,1,2,2,0.3553719008441233,0.4690232345327208,0.2652017323423765,2,0,1,1,1,3,1,1,2,1,1,2,1,2,2,2,2,0,0,1,0,2,3,1,0,1,1,2,4,1,1
1,1,2,1,1,0.6004666455841483,0.3924051042901554,0.3464152991515907,2,2,1,1,0,3,1,1,0,0,1,2,1,3,3,1,3,2,2,1,0,3,3,0,0,1,4,2,1,0,1
1,1,2,2,1,0.2813321005719086,0.5727612338639113,0.4911856615764921,3,0,1,1,1,3,1,1,1,1,2,2,1,2,2,2,2,0,1,1,1,3,2,1,1,0,2,1,4,1,1
0,1,2,1,1,0.5041293001243747,0.5088547359679307,0.4913865546218487,2,2,1,1,0,1,0,0,0,0,1,1,0,3,2,2,1,1,1,1,0,3,1,0,0,1,5,3,4,1,2
1,1,2,1,1,0.7254294964422535,0.3924051042901554,0.3485496690247472,2,1,0,1,0,1,1,1,2,1,1,2,1,2,2,2,3,1,1,0,0,2,2,0,0,1,2,1,5,0,1
1,1,2,1,1,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,0,1,1,0,1,1,1,1,1,1,3,1,3,3,3,2,0,0,1,0,2,2,0,0,1,1,1,5,0,1
0,2,2,4,1,0.7254294964422535,0.4690232345327208,0.6251162574106005,2,2,1,1,1,3,0,0,3,1,2,1,0,1,1,2,2,2,2,0,0,2,1,0,1,0,6,2,7,2,2
1,1,1,1,1,0.7342055546273047,0.5277634595901657,0.5643102290371507,1,2,1,1,0,2,0,0,1,0,2,3,1,3,2,1,1,2,2,1,0,1,2,1,0,1,6,3,4,1,2
1,1,2,1,1,0.6004666455841483,0.3924051042901554,0.5062032724614461,1,0,0,0,0,1,1,0,0,0,1,1,0,3,3,1,3,0,2,1,1,3,1,1,1,0,3,3,3,1,2
1,2,2,2,1,0.3553719008441233,0.3924051042901554,0.5062032724614461,1,0,1,1,0,1,1,0,1,1,1,2,1,3,2,2,3,1,1,0,0,3,3,0,0,1,2,2,2,0,1
1,1,2,2,2,0.2813321005719086,0.3924051042901554,0.3464152991515907,1,0,0,0,0,1,0,0,0,0,1,1,0,1,3,2,2,1,1,0,0,1,1,0,1,0,4,4,8,2,2
1,2,2,2,2,0.7342055546273047,0.5727612338639113,0.47073868350099,3,2,1,1,1,3,1,1,2,1,2,3,1,3,2,2,2,2,1,1,0,3,3,0,1,0,4,2,2,1,1
0,2,3,2,2,0.5041293001243747,0.5277634595901657,0.5643102290371507,2,4,1,1,1,3,1,1,2,1,3,3,1,3,3,1,3,0,0,1,0,3,2,0,1,0,0,2,2,1,1
1,1,3,2,2,0.3553719008441233,0.3924051042901554,0.3464152991515907,3,3,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,2,0,1,2,3,1,0,0,4,2,3,1,1
0,2,1,2,2,0.5055446394403083,0.5697065570083024,0.5413865546218488,1,2,0,0,0,1,0,0,0,0,1,3,1,2,1,1,2,1,1,0,0,3,1,0,1,0,3,4,4,2,2
1,2,1,1,1,0.5055446394403083,0.5277634595901657,0.3464152991515907,1,0,0,0,1,3,1,1,0,0,1,1,0,1,2,1,2,1,1,1,0,2,2,0,1,0,4,2,5,2,2
1,1,2,2,2,0.2568807343877629,0.3924051042901554,0.3464152991515907,2,0,0,0,0,2,1,1,2,1,1,3,1,3,2,2,2,1,1,1,0,2,2,0,1,0,3,2,4,1,0
0,2,1,3,3,0.3553719008441233,0.5697065570083024,0.5413865546218488,2,1,1,0,0,1,1,1,0,0,1,3,1,3,2,2,2,1,1,1,0,3,2,0,1,0,3,4,3,1,0
1,1,2,1,1,0.3553719008441233,0.2560048675697335,0.3629994804424569,2,0,0,1,0,2,0,1,0,0,1,1,0,2,2,1,1,2,2,0,0,1,1,1,1,0,7,2,6,1,2
0,3,1,3,3,0.5055446394403083,0.5727612338639113,0.4020705871988475,1,3,1,0,1,3,1,1,2,1,3,3,1,3,2,2,2,0,2,1,1,2,2,1,1,0,3,3,4,2,1
1,1,2,1,1,0.2813321005719086,0.4690232345327208,0.6251162574106005,1,1,1,1,1,3,1,0,0,0,1,3,1,2,3,2,1,1,1,0,0,3,2,1,0,1,4,3,4,1,2
0,1,4,4,4,0.3553719008441233,0.2560048675697335,0.2774942828349492,4,4,1,1,1,3,1,1,3,1,1,3,1,3,3,1,2,0,1,1,0,3,3,0,1,0,2,4,1,1,1
1,3,2,3,3,0.2568807343877629,0.3924051042901554,0.3464152991515907,3,2,1,1,1,3,1,1,3,1,2,3,1,3,2,2,2,0,0,1,0,2,2,1,1,0,1,3,4,1,1
1,1,1,1,1,0.6004666455841483,0.4690232345327208,0.6251162574106005,1,2,1,0,0,1,1,0,0,0,1,2,1,2,3,2,2,2,2,0,0,2,2,0,0,1,5,3,5,1,2
0,2,2,2,1,0.7342055546273047,0.5727612338639113,0.5569570005567268,2,2,1,0,0,3,0,0,0,0,1,2,0,1,2,3,1,2,2,0,0,1,2,1,1,0,7,3,8,2,2
1,2,2,1,1,0.3553719008441233,0.4690232345327208,0.2068230990908619,1,3,1,1,1,3,1,1,2,1,1,3,1,2,2,2,2,2,0,1,1,3,2,1,1,0,3,1,4,1,1
1,1,2,1,1,0.3553719008441233,0.4690232345327208,0.2652017323423765,2,0,1,0,1,2,1,1,3,1,2,2,1,2,2,2,2,0,0,0,0,2,2,1,1,0,1,1,5,2,1
0,1,2,2,2,0.3553719008441233,0.5088547359679307,0.4913865546218487,1,0,1,0,0,1,0,0,0,0,1,1,0,2,3,1,3,2,2,0,1,2,1,1,1,0,5,4,5,2,2
1,2,2,2,2,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,0,0,0,0,1,1,0,3,1,1,3,1,3,2,2,2,1,1,1,0,2,2,0,1,0,3,3,4,1,0
1,1,2,2,1,0.3553719008441233,0.4690232345327208,0.2652017323423765,1,0,0,0,0,1,0,0,2,1,1,2,0,2,2,2,2,0,2,0,0,2,1,0,0,1,4,2,6,2,2
0,1,1,1,1,0.5055446394403083,0.5727612338639113,0.520389961286879,2,0,1,0,0,1,0,0,1,0,1,2,0,2,1,2,2,1,1,0,0,2,2,1,0,1,4,3,5,2,2
1,1,3,2,1,0.2568807343877629,0.3924051042901554,0.3970649205239838,1,1,0,0,1,2,0,0,1,0,1,1,0,3,1,3,1,2,2,0,0,2,1,1,1,0,7,3,6,3,2
0,1,2,1,1,0.5055446394403083,0.58079526080885,0.4498825798447005,3,2,1,1,0,1,1,1,3,1,2,2,1,3,2,1,2,0,0,1,0,3,3,0,0,1,1,1,1,0,1
1,3,2,4,4,0.2568807343877629,0.2312931317475115,0.1818216133781392,3,1,0,0,0,1,1,0,3,1,1,1,1,3,2,2,2,1,1,1,0,3,3,0,1,0,3,5,2,1,0
0,1,1,1,1,0.2813321005719086,0.3924051042901554,0.4498825798447005,1,4,1,1,1,3,1,1,1,1,2,3,1,3,2,2,2,0,0,1,0,3,3,0,0,1,1,1,2,1,1
1,1,2,2,1,0.3553719008441233,0.3924051042901554,0.4498825798447005,1,1,0,1,1,3,1,0,1,1,1,2,0,2,2,3,1,2,2,0,0,2,2,1,1,0,7,2,6,1,2
1,2,1,2,2,0.5055446394403083,0.5277634595901657,0.5195136717366,1,1,1,1,0,3,1,0,1,1,1,2,1,2,2,2,2,1,1,1,0,2,2,1,1,0,3,3,5,0,1
1,1,2,2,1,0.7254294964422535,0.5277634595901657,0.5643102290371507,2,0,1,1,1,3,0,0,1,1,2,2,1,2,1,3,2,1,1,1,0,2,2,1,1,0,3,2,6,2,2
0,1,2,2,1,0.4423093152874278,0.3924051042901554,0.3464152991515907,2,2,1,1,0,1,1,0,1,1,1,1,0,3,2,3,1,2,2,0,0,1,1,1,0,1,7,2,7,0,2
1,1,2,1,1,0.3553719008441233,0.2560048675697335,0.3325968600857093,2,1,1,1,0,1,1,1,0,1,1,3,1,3,3,2,2,2,0,1,0,3,3,1,0,1,3,1,2,0,1
0,2,3,1,1,0.7254294964422535,0.58079526080885,0.4012782538087797,3,1,0,0,0,1,0,0,1,1,2,1,0,1,2,1,3,1,1,1,0,2,2,0,1,0,3,2,5,2,2
1,3,2,4,4,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,1,0,0,0,1,1,0,2,1,1,2,1,2,3,1,2,2,1,1,0,2,2,0,1,0,4,5,4,1,0
0,1,2,1,1,0.3553719008441233,0.3924051042901554,0.3464152991515907,1,0,1,0,1,3,0,0,1,1,2,1,0,1,2,2,2,2,2,0,0,2,1,0,0,1,6,2,7,3,2
1,2,2,2,1,0.3553719008441233,0.3924051042901554,0.3485496690247472,1,0,0,0,0,1,0,0,1,1,1,2,0,2,2,1,2,0,0,0,0,2,2,0,1,0,2,2,4,2,0
0,1,1,2,2,0.7342055546273047,0.5697065570083024,0.5413865546218488,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,3,1,1,0,0,1,1,0,0,1,3,4,7,2,2
0,3,4,1,1,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,1,0,0,0,1,0,0,2,0,1,1,0,1,1,2,3,2,2,0,0,1,1,1,1,0,5,3,8,2,2
1,1,1,1,1,0.7254294964422535,0.4690232345327208,0.6251162574106005,2,0,1,1,1,2,0,0,1,1,1,2,1,2,2,1,2,1,1,1,0,2,2,1,0,1,3,2,4,2,2
0,1,1,1,1,0.2813321005719086,0.4690232345327208,0.2652017323423765,1,1,1,0,1,2,0,0,0,0,1,2,1,3,3,2,2,1,0,0,0,2,3,0,0,1,2,3,3,3,2
0,1,2,1,1,0.3553719008441233,0.2560048675697335,0.3325968600857093,2,1,1,0,1,2,0,0,1,1,2,2,0,3,2,2,2,2,2,0,0,2,1,1,0,1,6,2,5,3,2
0,4,2,7,7,0.4730210191672236,0.5088547359679307,0.4498825798447005,2,0,0,0,0,2,1,0,1,0,1,3,1,2,3,2,2,2,2,0,0,2,2,0,1,0,5,9,5,1,0
0,2,3,3,1,0.5041293001243747,0.6028848047056141,0.6045206383292184,2,0,1,0,0,1,0,0,1,0,1,1,0,1,2,1,2,0,0,0,0,2,2,0,1,0,2,3,5,2,2
1,1,2,1,1,0.7254294964422535,0.4690232345327208,0.6251162574106005,1,0,1,0,1,2,0,0,1,1,1,2,0,2,1,1,2,0,0,0,0,2,2,1,0,1,2,2,4,3,2
0,1,1,1,1,0.2813321005719086,0.4690232345327208,0.6251162574106005,1,1,0,1,1,3,0,0,0,1,1,1,1,2,2,2,2,1,1,1,0,3,3,0,0,1,3,2,3,2,2
0,1,2,1,1,0.3553719008441233,0.2560048675697335,0.2652017323423765,2,2,1,0,0,1,0,0,1,0,1,2,0,2,1,1,1,2,2,0,0,1,1,1,0,1,7,3,6,2,2
0,2,2,2,2,0.3553719008441233,0.2560048675697335,0.2068230990908619,1,0,1,1,1,3,0,0,0,0,1,2,0,2,2,2,2,0,2,0,0,2,1,0,1,0,4,4,6,2,2
1,1,1,1,1,0.5055446394403083,0.5277634595901657,0.433182665870381,1,1,1,1,0,2,1,1,0,1,1,2,1,2,2,1,2,1,0,1,0,2,2,0,0,1,2,1,4,0,1
0,2,2,2,2,0.4663865546218487,0.58079526080885,0.6209859275516705,3,2,1,0,0,1,0,0,1,1,1,3,1,2,2,2,2,0,0,1,0,2,2,1,1,0,1,3,5,2,1
1,1,2,1,1,0.4239590626609834,0.4239590626609834,0.435687907264296,1,0,0,0,1,2,0,0,0,0,1,1,0,1,1,3,2,2,2,0,0,1,1,1,0,1,6,3,9,3,2
0,1,2,2,1,0.5041293001243747,0.5280567983484041,0.4689015395923673,4,2,1,0,1,1,0,0,0,0,1,1,1,2,2,2,1,1,0,1,0,1,2,1,0,1,3,3,6,3,2
0,1,2,1,1,0.3553719008441233,0.4690232345327208,0.2652017323423765,2,0,0,0,0,1,0,0,0,0,1,1,0,1,3,2,2,1,2,0,0,1,1,1,1,0,5,3,8,2,2
0,2,2,2,1,0.6004666455841483,0.3924051042901554,0.3464152991515907,3,2,1,0,0,1,0,0,1,1,2,2,0,2,2,3,2,0,1,0,0,2,2,1,0,1,3,2,6,2,2
1,4,2,1,1,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,0,0,1,0,2,0,1,1,1,1,3,1,3,2,2,2,1,1,1,0,2,2,1,1,0,3,1,4,1,0
1,1,2,2,1,0.5055446394403083,0.58079526080885,0.6209859275516705,3,1,1,1,1,3,1,1,1,1,1,3,1,2,2,1,2,1,1,1,0,3,3,1,1,0,3,1,2,1,1
1,2,3,2,2,0.2568807343877629,0.2312931317475115,0.4483344683362005,2,1,0,0,0,1,0,0,1,1,1,2,1,2,1,3,2,2,2,1,0,2,2,1,0,1,5,3,6,2,2
1,1,2,1,1,0.4730210191672236,0.4690232345327208,0.2652017323423765,1,2,1,0,0,1,1,0,1,1,2,3,1,3,2,2,2,1,1,0,0,3,2,0,1,0,3,2,3,1,1
1,1,2,2,2,0.2813321005719086,0.494729193738419,0.3970649205239838,2,0,1,1,1,2,1,1,2,1,1,3,1,3,2,2,3,0,1,1,1,3,3,1,1,0,1,2,2,1,1
1,1,2,1,1,0.5041293001243747,0.3924051042901554,0.3485496690247472,1,0,0,1,1,1,0,0,1,1,1,2,1,2,2,2,2,2,2,1,0,2,2,0,0,1,5,2,5,2,2
0,2,1,4,1,0.5055446394403083,0.5727612338639113,0.4860613946318852,1,0,0,0,1,2,0,0,2,1,1,1,0,2,2,1,2,1,1,0,0,2,1,1,1,0,4,2,5,3,2
0,1,2,2,1,0.4979663383385758,0.5444138749750935,0.557835589399299,1,1,1,1,1,3,0,0,0,0,2,1,0,2,2,2,3,0,1,1,0,2,2,0,0,1,2,3,5,2,2
0,1,2,1,1,0.3553719008441233,0.4690232345327208,0.6251162574106005,1,0,1,0,1,2,0,0,1,1,1,2,1,2,2,1,2,0,0,0,0,2,2,1,0,1,1,2,4,3,2
0,1,2,5,5,0.2568807343877629,0.2312931317475115,0.1818216133781392,1,0,1,0,1,2,0,0,1,1,1,2,0,3,3,2,3,2,0,1,0,2,2,0,1,0,3,6,4,3,0
1,3,2,4,4,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,0,0,0,0,1,1,0,3,1,1,1,1,3,2,2,2,2,1,1,0,2,2,0,1,0,4,5,4,1,0
0,2,2,2,2,0.5041293001243747,0.3924051042901554,0.4911856615764921,3,2,1,1,0,1,1,1,2,1,2,2,1,3,3,3,2,0,1,1,1,3,2,1,1,0,2,2,4,0,1
1,2,3,2,2,0.2568807343877629,0.3924051042901554,0.3464152991515907,2,2,1,1,1,2,1,1,3,1,1,3,1,3,2,2,2,0,0,1,0,2,2,1,1,0,1,2,4,1,1
1,1,2,1,1,0.5041293001243747,0.4690232345327208,0.2652017323423765,2,0,1,1,1,3,1,1,1,1,2,2,1,3,2,1,2,1,1,1,0,2,3,1,0,1,3,1,2,1,1
1,3,2,6,6,0.3553719008441233,0.2560048675697335,0.2774942828349492,1,0,1,1,1,3,0,0,3,1,1,1,0,1,3,1,1,2,2,0,0,1,2,1,1,0,7,7,6,2,0
0,1,2,2,2,0.5041293001243747,0.5277634595901657,0.5643102290371507,3,4,1,1,0,1,1,0,1,1,2,2,1,3,3,1,2,2,2,1,0,2,3,0,0,1,5,3,2,0,1
1,3,2,5,5,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,1,0,0,0,2,1,1,3,1,1,3,1,3,3,1,3,1,1,1,0,3,3,0,1,0,2,5,1,1,0
0,2,3,1,1,0.4730210191672236,0.431284270194226,0.4913865546218487,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2,1,1,0,0,1,1,0,1,0,4,3,7,2,2
0,2,2,2,2,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,0,1,0,1,3,1,1,3,1,1,3,1,3,2,2,2,0,1,1,1,3,3,1,1,0,2,2,2,2,1
1,2,2,3,3,0.2568807343877629,0.2312931317475115,0.4483344683362005,3,1,0,0,0,1,1,1,3,1,1,1,0,3,2,2,2,1,1,0,0,2,2,0,1,0,4,3,4,1,0
1,1,1,1,1,0.7254294964422535,0.4690232345327208,0.6251162574106005,1,0,1,0,0,1,0,0,0,0,1,2,1,2,2,2,1,1,1,0,0,2,2,1,0,1,4,3,5,2,2
1,2,2,1,1,0.5041293001243747,0.5280567983484041,0.520389961286879,4,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,2,0,1,1,1,1,0,1,6,1,8,1,2
0,2,2,3,1,0.3553719008441233,0.2560048675697335,0.2068230990908619,1,1,1,1,1,3,0,0,1,1,1,2,0,2,2,2,1,1,1,0,0,2,2,0,1,0,5,2,5,2,2
1,1,1,1,1,0.3553719008441233,0.2560048675697335,0.2068230990908619,1,1,1,1,1,3,0,1,0,0,1,3,1,2,2,2,2,1,1,1,0,2,2,0,0,1,3,2,5,2,2
0,2,4,4,4,0.5041293001243747,0.5727612338639113,0.4689015395923673,6,4,1,1,1,3,1,1,1,1,1,3,1,3,3,2,2,0,1,1,1,2,3,0,1,0,2,4,3,1,1
1,1,1,1,1,0.2568807343877629,0.3924051042901554,0.3485496690247472,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,2,2,0,0,0,0,1,1,0,0,1,2,3,8,2,2
1,1,3,2,2,0.7254294964422535,0.494729193738419,0.5188898574495677,2,0,1,1,1,3,1,1,1,1,1,3,1,2,2,2,1,0,2,1,1,2,2,1,0,1,4,2,5,1,1
1,2,2,2,2,0.2568807343877629,0.3924051042901554,0.3464152991515907,3,0,1,0,0,2,1,1,3,1,1,3,1,3,2,2,2,0,0,1,0,3,3,0,1,0,1,2,2,1,1
0,2,2,1,1,0.6004666455841483,0.58079526080885,0.4131023194505032,1,0,1,1,1,3,1,1,1,1,3,2,1,3,2,3,2,2,2,1,1,3,3,1,1,0,5,1,3,1,1
0,2,2,2,2,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,0,0,0,0,2,0,0,0,0,1,1,0,1,2,2,3,0,1,1,0,2,2,0,1,0,2,4,6,2,0
0,1,2,1,1,0.3553719008441233,0.2560048675697335,0.3325968600857093,2,1,0,0,0,1,0,0,0,0,1,2,0,2,2,3,2,1,2,0,0,3,2,0,0,1,5,3,5,2,2
1,3,2,2,1,0.3553719008441233,0.5697065570083024,0.5413865546218488,1,0,0,0,0,3,0,0,1,1,3,1,0,1,2,2,1,2,1,0,1,2,2,1,1,0,6,2,6,2,2
1,1,2,2,2,0.3553719008441233,0.6028848047056141,0.6045206383292184,1,0,1,0,0,1,0,0,0,0,1,1,0,1,2,2,2,1,1,0,0,1,1,0,0,1,4,4,8,2,2
1,3,3,2,2,0.3553719008441233,0.2560048675697335,0.2068230990908619,2,3,1,1,1,3,1,1,3,1,1,3,1,3,2,2,2,1,1,1,0,2,2,1,1,0,3,2,4,1,1
0,2,1,2,2,0.4663865546218487,0.3924051042901554,0.3464152991515907,2,3,1,0,0,2,1,1,1,1,1,3,1,3,2,1,2,1,1,1,0,3,2,0,1,0,3,2,2,1,1
0,1,1,1,1,0.2813321005719086,0.494729193738419,0.3970649205239838,1,0,1,0,1,3,0,0,1,1,1,2,1,2,1,2,2,1,1,0,0,2,2,0,0,1,3,2,5,3,2
1,2,2,3,1,0.2568807343877629,0.2312931317475115,0.1818216133781392,2,0,0,0,0,1,0,0,3,1,1,2,1,1,2,2,2,1,1,1,0,2,2,0,1,0,3,2,6,2,0
